Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
166,13.20809076504964,84,-3771,1611,7782,4429,4630,-381,-257,2975,-2009,6392,245,-1854,-20,-3770,-4675,-3799
167,13.276535327336214,-20,-934,5391,5927,6583,5203,3390,-580,-5243,-3082,-1799,242,-73,105,-5217,3033,-5654
168,13.34995819692988,-17,-6526,7077,1155,-2264,1899,-1836,-5325,-1502,1075,2810,59,-3386,-74,581,-2818,-6907
169,13.416728498147194,-92,-3038,-5706,7599,-8071,2094,-3346,-7904,2365,3418,4187,36,5253,-18,2282,6838,-2479
170,13.480937158545895,97,2511,5718,3798,-2134,3634,-5702,-3748,-6401,-3680,-5577,244,-5960,101,3843,2577,-5848
171,13.554640996089114,120,1521,-6066,6661,212,7145,5561,-4100,1972,3246,5956,61,-6032,130,100,-6346,3450
172,13.630975326566439,13,-1224,-4620,4230,1647,-7412,3898,-4646,328,-5627,-3547,59,-3911,14,2687,7591,3550
173,13.698676200475122,93,-290,-8057,-5587,5540,-5479,5172,66,-552,7801,93,62,-821,-60,5565,-6387,-1805
174,13.773209256974484,96,-449,-339,8042,2794,-8105,-69,-6872,-2464,-4161,-4262,81,2600,-97,-6517,-254,-5595
175,13.839636580573012,-30,6154,529,-592,2835,645,2561,-4,1031,3895,1599,233,1000,27,5696,5346,7020
176,13.913584607917137,11,4724,5811,2592,-4915,3936,7094,1306,3149,1495,-4727,81,-2478,-34,6012,2227,6289
177,13.984249971667996,42,2642,860,7817,2953,-7978,-3709,7032,5657,-32,630,95,-6881,-25,5126,-6974,5003
178,14.060334552856828,113,2404,-3921,6655,3698,3595,-1927,-1378,5197,7055,-7200,100,5047,123,-6417,4476,1354
179,14.133532904682585,-27,-6243,-2847,7568,2484,-3535,2329,4103,1129,4136,-2794,40,-7564,44,4067,-3855,3307
180,14.20217504260492,-92,3275,-429,-1321,5156,-7082,-2201,7503,-3700,-825,4942,89,-5897,73,-1962,6621,3116
181,14.269451257192587,-61,214,-8135,-7328,-2727,-6508,-7597,8167,-2244,-1993,-1004,49,-1099,132,-7486,-6556,-5797
182,14.342901068918401,-88,5554,7102,-6320,4199,7133,-3381,-6157,2410,1291,-6048,82,2048,93,6987,-1427,2840
183,14.410206363902676,29,6369,5173,-187,4751,-1013,3513,1433,5695,-1301,-6492,247,-2612,-1,8045,4327,-2217
184,14.483845198206424,-59,-3387,-2703,2255,-2610,-3973,1380,3025,4572,-5527,4318,126,-7941,133,-44,41,-793
185,14.552398384327377,59,6285,6880,-4070,5762,3709,-3533,2563,-1710,-5502,6429,87,-4215,-55,-3960,6474,-1125
186,14.624690539676566,56,2164,-1488,-5886,6977,-4702,-131,-2072,3433,-2385,4776,225,2173,134,1191,-832,1953
187,14.694672941760091,124,-2699,3259,-5135,-1384,7218,-4268,-1089,-1220,-3066,3214,89,-6359,-43,1572,-2835,1411
188,14.767958534775664,27,320,4659,5430,856,6674,-2651,7409,3934,-3985,310,250,-5016,-106,-3934,1525,6379
189,14.833427488244892,42,6737,4523,7815,-7999,4157,-1129,2094,-62,-5659,5610,26,5885,-52,6556,2459,7406
190,14.909867021333465,0,5223,1953,-3879,-7392,-2549,-4863,6551,4622,-5229,-1313,54,2211,125,4530,-2378,-7182
191,14.976510309642077,114,5752,-8028,-7966,6120,5212,-7904,-5770,4926,147,5451,236,7414,61,2834,4693,-3537
192,15.052607292764755,-77,-4966,4014,-3251,312,-7054,5833,592,379,5140,751,126,4609,-99,2488,-4573,-6886
193,15.124744210114418,134,1322,-6918,2498,3165,-2672,1117,-3685,1040,5764,-3087,243,-3905,48,-6973,2827,-7638
194,15.19871490306178,40,-5621,-1269,1307,-2274,-2956,-5876,-2618,4368,1576,4806,123,6652,24,4094,6506,5020
195,15.270930936196327,134,-4598,-3810,5138,7971,1860,-3285,816,6892,5328,3304,17,-8093,11,5668,4245,-6045
196,15.336966529746466,-50,4535,5047,-5736,-6193,7484,-4491,2395,2909,-2189,-5336,27,-5945,-82,2196,-3563,3169
197,15.403731699129084,56,-6922,-4844,-2847,1281,1469,4730,-3757,1258,4153,3891,238,7982,-21,2810,-3593,-6903
198,15.471895293466105,-67,-621,3765,7693,-5460,-4774,-706,3888,5866,1441,73,84,1938,-90,-5032,-3430,-1871
199,15.539546559639403,128,3225,-3115,-5884,-2820,1241,1639,-4901,2356,3599,5162,112,221,135,-3230,-2194,-3437
200,15.606755632723145,94,-5378,-5284,2400,7344,-5852,-3309,642,-7239,1969,3746,23,-7456,-19,5101,3064,1018
201,15.683678841231727,-53,458,-3028,5679,-6746,-8068,7650,6902,-108,5856,-4784,28,5067,17,-7525,-2398,975
202,15.760658499921954,126,-2794,-903,2805,5004,4557,-5352,533,-5301,-4218,1832,250,-1308,7,-2818,2364,-3533
203,15.833117867551623,102,6535,178,-2653,-6295,5891,7087,4989,8,-3824,-1724,230,6930,63,490,6946,6712
204,15.905536180503733,127,-5420,-4638,2189,-3947,1485,-2729,873,-3975,491,3495,251,2282,46,-2829,-1524,4875
205,15.98201463000541,105,-3786,6340,2028,-571,-7237,283,689,3847,-4708,2398,44,1084,-63,5520,-8118,2445
206,16.048828551817632,-19,5782,1014,-3966,-6790,-6834,4990,-5917,-6718,3659,7426,242,5140,-78,-7087,-19,141
207,16.12464157342052,56,490,-5015,5517,-6872,4781,5623,-853,-6545,-6961,-2720,49,21,95,4982,-5453,6405
208,16.193147717723434,-14,-458,5533,-2039,1722,-6207,-6026,-3285,-1677,-1802,6040,47,5399,-7,-3959,-3651,-6058
209,16.26288935122918,52,-6349,6567,3570,-919,3669,-7561,-5925,4376,-4271,-7552,41,-1715,-87,8046,-7322,1318
210,16.329390658777896,55,-7173,-6002,3644,5843,-7298,6583,-6723,-7298,-7981,7366,16,1537,3,-3835,-5251,-6967
211,16.398708060615522,115,6311,-1232,-1821,-2129,-2368,-4874,-926,-3294,850,582,107,7391,38,-6795,-1633,4848
212,16.470325807355202,-20,5452,-4478,-3977,-4663,-6056,-1918,-7740,-694,-5976,-7267,93,-2612,106,-6537,-415,-646
