Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
143,11.105987781956896,44,7128,1976,4119,7597,1586,961,2146,-3491,-6748,-6812,126,6124,113,-6378,3457,1377
144,11.175720007099038,-78,-5415,1174,-1523,6369,6888,5510,-7166,-1483,5131,4207,224,-5417,102,7993,-7049,-4039
145,11.245524505579802,24,7063,-6464,-1704,-5221,-6047,-4739,3985,2861,-5233,-5620,57,6706,-32,-3961,-1819,6803
146,11.312627093093619,42,-7948,-4305,-5367,6397,940,5178,8142,1591,-1439,2229,111,7752,122,-3222,5013,-6602
147,11.388729208050993,-34,1959,7846,-2102,6821,319,-7155,7234,7229,323,-5817,117,-7276,-72,5245,3097,-6605
148,11.465858545253159,-95,-3301,5877,-3553,7666,2730,725,386,3136,804,-4963,239,7709,68,8031,7643,-5447
149,11.543235493479363,111,7233,-677,-1687,3256,2574,-7585,-5558,-4488,-7572,-5160,26,-1333,-90,-2422,-6902,-3716
150,11.611737361253365,35,2726,-7169,-7620,2867,3136,-1236,1185,-1038,8042,-5246,230,5736,48,6190,3432,-3042
151,11.687271553171152,100,-5954,-7584,5571,5615,4445,2209,3,-5415,5574,-5256,109,-5532,-21,5848,5179,2611
152,11.753360175679807,47,8076,-4126,-347,-5526,8015,-572,-2683,-27,6005,-4644,39,2480,89,841,2668,-6099
153,11.820786924085198,78,-1587,2104,-1575,5513,-3293,-1681,-6960,3241,2415,-155,250,-5709,31,-6115,4471,4767
154,11.892976870393376,-95,7798,2624,-6806,-4851,1472,-7524,-1609,6453,6213,-3752,96,-1192,-93,2857,-7765,-2001
155,11.96362726629304,118,4889,-1452,-2598,450,5307,-6483,5449,-7325,3850,-4601,44,2891,93,-1320,4124,-4389
156,12.038315988444818,131,-3210,-5071,6890,4774,2266,-6200,-3933,421,-792,5122,123,2510,136,-449,-4910,-6148
157,12.110935298255818,-84,-5827,5575,2860,-2975,-2053,5377,200,-1175,-461,5946,116,5332,-100,857,-1646,6418
158,12.179813072921233,-55,3592,-7150,-2879,4108,1254,3281,-3924,-3383,-2917,6333,255,5700,59,4098,-186,-1518
159,12.252856614400356,-54,6347,-419,499,982,5482,-823,2248,-1163,-4965,-3183,225,3291,-72,-370,5629,2458
160,12.325812914689664,98,-4693,1121,362,-5812,-4145,-5606,4,-3208,-5932,-2516,224,6929,-10,-6751,1563,2213
161,12.390220433682797,-23,7202,-4669,-1464,-2837,-6288,-6787,-2668,2844,2901,663,86,1892,-62,-1397,-5262,-6010
162,12.460516305335611,77,5471,5308,-3835,-5476,-5003,-5191,-2537,-2885,6835,-344,122,7944,-87,-3304,2207,4292
163,12.532648518503471,144,4970,-1236,-4062,6867,-73,-6614,-118,4596,3995,6823,22,-961,-8,1775,1933,-5440
164,12.603534551146216,77,-7402,7104,7867,-7928,-7087,6584,-6290,-1601,-5402,-299,44,-5109,45,4792,-5363,5587
165,12.675720648578375,46,-5128,2677,6088,-7634,3319,-3786,-5075,-5664,4682,-1546,22,-7197,121,4901,8103,2480
166,12.748865971445616,-16,-4971,6565,5617,4578,5350,-5972,6965,-6665,-8070,880,98,-742,-66,-6,1021,-6562
167,12.824053336868598,-66,5214,3544,2998,2869,-6797,5259,-4233,1642,-6054,6745,225,-1773,-11,-7748,7549,-2223
168,12.899594798885536,58,5729,870,6620,-7644,6239,2807,7480,-268,-6319,308,104,5663,104,-3876,67,7686
169,12.969409133382799,-97,-4655,830,-4472,-1301,3039,-6854,6812,-4627,1340,-5177,47,5936,132,-4100,1152,-2152
170,13.042229012399796,-37,-3570,-2884,4102,-6859,-936,-6453,7938,6676,-1716,2258,48,-68,107,4505,1330,2069
171,13.111442066931954,89,-2047,1823,3,15,-8052,-2328,7365,-6267,5082,-6571,55,-6971,80,7248,-4115,2725
172,13.184687888228641,-18,1234,686,7735,1730,-3616,2726,-4810,-247,6320,-5242,46,-1847,-5,1671,-668,3130
173,13.253571650034534,-19,-1484,1282,-954,1953,1013,7676,4982,-5782,2425,-5814,56,-7075,-84,5748,3616,-2576
174,13.328694439870935,-1,-1518,-1811,-3445,2843,-3709,-6721,7966,3348,4080,-5922,89,-6821,56,5375,-3319,7059
175,13.40736461044029,-36,-4965,-1977,-631,4856,3531,5328,-6575,-1909,-2310,4742,17,-3252,68,-5518,3686,-5124
176,13.48308397605999,-48,-7724,4311,3229,7483,-7111,7744,1535,5792,3315,-760,113,7271,51,3185,5260,-6857
177,13.55364713076984,-55,-5634,3351,6663,8075,7950,-5728,-7415,1013,6524,-195,46,-4502,73,3479,-7218,-4279
178,13.626645768695381,-103,-2697,4546,-1653,-4499,-4982,-212,-1522,-4842,-4268,-5909,51,-7393,-21,2326,965,4826
179,13.694281211711703,-13,-7513,7307,3377,-2699,-4955,-7311,6569,-7706,1320,1103,45,5104,15,-3326,7761,4954
180,13.768575210244853,-20,775,5133,1711,-4109,-1091,-6203,7861,-3303,5428,-7755,108,-1823,101,-3414,-921,-1731
181,13.834909305513087,-43,-659,4021,-6781,-1243,-6219,5482,4790,956,-6070,-520,242,6646,84,5197,-218,449
